KS,I,I,S,I,I,I,S 
Effects/animation_ui/eff_IOResultPanel.anim,0,0,Effects/animation_ui/eff_IOResultPanel.anim,1,0,0,eff_IOResultPanel.anim
Effects/animation_ui/eff_ShenFu_00.anim,0,0,Effects/animation_ui/eff_ShenFu_00.anim,1,0,0,eff_ShenFu_00.anim
Effects/animation_ui/Eff_ui_Diaolog.anim,0,0,Effects/animation_ui/Eff_ui_Diaolog.anim,1,0,0,Eff_ui_Diaolog.anim
Effects/animation_ui/Eff_ui_glow.anim,0,0,Effects/animation_ui/Eff_ui_glow.anim,1,0,0,Eff_ui_glow.anim
Effects/animation_ui/Eff_ui_GUI3D_Screen.anim,0,0,Effects/animation_ui/Eff_ui_GUI3D_Screen.anim,1,0,0,Eff_ui_GUI3D_Screen.anim
Effects/animation_ui/Eff_ui_GuideScene_02.anim,0,0,Effects/animation_ui/Eff_ui_GuideScene_02.anim,1,0,0,Eff_ui_GuideScene_02.anim
Effects/animation_ui/eff_UI_JY01.anim,0,0,Effects/animation_ui/eff_UI_JY01.anim,1,0,0,eff_UI_JY01.anim
Effects/animation_ui/Eff_UI_JY_01.controller,0,0,Effects/animation_ui/Eff_UI_JY_01.controller,1,0,0,Eff_UI_JY_01.controller
Effects/animation_ui/Eff_ui_MainUI_IN.anim,0,0,Effects/animation_ui/Eff_ui_MainUI_IN.anim,1,0,0,Eff_ui_MainUI_IN.anim
Effects/animation_ui/eff_ui_QianNeng01.anim,0,0,Effects/animation_ui/eff_ui_QianNeng01.anim,1,0,0,eff_ui_QianNeng01.anim
Effects/animation_ui/eff_ui_QianNeng02.anim,0,0,Effects/animation_ui/eff_ui_QianNeng02.anim,1,0,0,eff_ui_QianNeng02.anim
Effects/animation_ui/Eff_ui_select-Buff.anim,0,0,Effects/animation_ui/Eff_ui_select-Buff.anim,1,0,0,Eff_ui_select-Buff.anim
Effects/animation_ui/Eff_ui_Teach01.anim,0,0,Effects/animation_ui/Eff_ui_Teach01.anim,1,0,0,Eff_ui_Teach01.anim
Effects/animation_ui/Eff_ui_Teach02.anim,0,0,Effects/animation_ui/Eff_ui_Teach02.anim,1,0,0,Eff_ui_Teach02.anim
Effects/animation_ui/eff_ui_WinLose.anim,0,0,Effects/animation_ui/eff_ui_WinLose.anim,1,0,0,eff_ui_WinLose.anim
Effects/animation_ui/glow_donghua.controller,0,0,Effects/animation_ui/glow_donghua.controller,1,0,0,glow_donghua.controller
Effects/animation_ui/IntroUIPanel_ui_MainUI_IN.controller,0,0,Effects/animation_ui/IntroUIPanel_ui_MainUI_IN.controller,1,0,0,IntroUIPanel_ui_MainUI_IN.controller
Effects/animation_ui/KillAnimation.anim,0,0,Effects/animation_ui/KillAnimation.anim,1,0,0,KillAnimation.anim
Effects/animation_ui/Particle System.controller,0,0,Effects/animation_ui/Particle System.controller,1,0,0,Particle System.controller
Effects/animation_ui/PopupAnimation.anim,0,0,Effects/animation_ui/PopupAnimation.anim,1,0,0,PopupAnimation.anim
Effects/animation_ui/PopupAnimation_1.anim,0,0,Effects/animation_ui/PopupAnimation_1.anim,1,0,0,PopupAnimation_1.anim
Effects/animation_ui/PopupAnimation_Item.anim,0,0,Effects/animation_ui/PopupAnimation_Item.anim,1,0,0,PopupAnimation_Item.anim
Effects/Common/50mmZoom.flare,0,0,Effects/Common/50mmZoom.flare,1,0,0,50mmZoom.flare
Effects/Common/50mmZoom_S.flare,0,0,Effects/Common/50mmZoom_S.flare,1,0,0,50mmZoom_S.flare
Effects/Common/eff_AirWall.prefab,0,0,Effects/Common/eff_AirWall.prefab,1,0,0,eff_AirWall.prefab
Effects/Common/eff_BarrelRange.prefab,0,0,Effects/Common/eff_BarrelRange.prefab,1,0,0,eff_BarrelRange.prefab
Effects/Common/eff_Common_BodyShot_01.prefab,0,0,Effects/Common/eff_Common_BodyShot_01.prefab,1,0,0,eff_Common_BodyShot_01.prefab
Effects/Common/eff_Common_HeadShot_01.prefab,0,0,Effects/Common/eff_Common_HeadShot_01.prefab,1,0,0,eff_Common_HeadShot_01.prefab
Effects/Common/eff_Common_HeadShot_02.prefab,0,0,Effects/Common/eff_Common_HeadShot_02.prefab,1,0,0,eff_Common_HeadShot_02.prefab
Effects/Common/eff_Common_HeadShot_03.prefab,0,0,Effects/Common/eff_Common_HeadShot_03.prefab,1,0,0,eff_Common_HeadShot_03.prefab
Effects/Common/eff_Common_InGrass_Buff01.prefab,0,0,Effects/Common/eff_Common_InGrass_Buff01.prefab,1,0,0,eff_Common_InGrass_Buff01.prefab
Effects/Common/eff_Common_JianSu01_Buff.prefab,0,0,Effects/Common/eff_Common_JianSu01_Buff.prefab,1,0,0,eff_Common_JianSu01_Buff.prefab
Effects/Common/eff_Coomom_Fuel_Buff.prefab,0,0,Effects/Common/eff_Coomom_Fuel_Buff.prefab,1,0,0,eff_Coomom_Fuel_Buff.prefab
Effects/Common/eff_DaoJu_01.prefab,0,0,Effects/Common/eff_DaoJu_01.prefab,1,0,0,eff_DaoJu_01.prefab
Effects/Common/eff_Dead_Common.prefab,0,0,Effects/Common/eff_Dead_Common.prefab,1,0,0,eff_Dead_Common.prefab
Effects/Common/eff_EleDamPanel_01.prefab,0,0,Effects/Common/eff_EleDamPanel_01.prefab,1,0,0,eff_EleDamPanel_01.prefab
Effects/Common/eff_Energy_Trail.prefab,0,0,Effects/Common/eff_Energy_Trail.prefab,1,0,0,eff_Energy_Trail.prefab
Effects/Common/eff_Fire_Common.prefab,0,0,Effects/Common/eff_Fire_Common.prefab,1,0,0,eff_Fire_Common.prefab
Effects/Common/eff_FortStateRange.prefab,0,0,Effects/Common/eff_FortStateRange.prefab,1,0,0,eff_FortStateRange.prefab
Effects/Common/eff_FortStateRange2.prefab,0,0,Effects/Common/eff_FortStateRange2.prefab,1,0,0,eff_FortStateRange2.prefab
Effects/Common/eff_FortTransparent.prefab,0,0,Effects/Common/eff_FortTransparent.prefab,1,0,0,eff_FortTransparent.prefab
Effects/Common/eff_Health_Common.prefab,0,0,Effects/Common/eff_Health_Common.prefab,1,0,0,eff_Health_Common.prefab
Effects/Common/eff_JingBianLab_DiQiu.prefab,0,0,Effects/Common/eff_JingBianLab_DiQiu.prefab,1,0,0,eff_JingBianLab_DiQiu.prefab
Effects/Common/eff_JingYan_Common.prefab,0,0,Effects/Common/eff_JingYan_Common.prefab,1,0,0,eff_JingYan_Common.prefab
Effects/Common/eff_LevelUp.prefab,0,0,Effects/Common/eff_LevelUp.prefab,1,0,0,eff_LevelUp.prefab
Effects/Common/eff_MiaoZhun_Commom.prefab,0,0,Effects/Common/eff_MiaoZhun_Commom.prefab,1,0,0,eff_MiaoZhun_Commom.prefab
Effects/Common/eff_SneakPanel_01.prefab,0,0,Effects/Common/eff_SneakPanel_01.prefab,1,0,0,eff_SneakPanel_01.prefab
Effects/Common/eff_Transport_inject.prefab,0,0,Effects/Common/eff_Transport_inject.prefab,1,0,0,eff_Transport_inject.prefab
Effects/Common/eff_Transport_inject2.prefab,0,0,Effects/Common/eff_Transport_inject2.prefab,1,0,0,eff_Transport_inject2.prefab
Effects/eff_animation/eff_ADL_skill01.anim,0,0,Effects/eff_animation/eff_ADL_skill01.anim,1,0,0,eff_ADL_skill01.anim
Effects/eff_animation/eff_ADL_skill02a.anim,0,0,Effects/eff_animation/eff_ADL_skill02a.anim,1,0,0,eff_ADL_skill02a.anim
Effects/eff_animation/eff_ADL_UltiSKill01.anim,0,0,Effects/eff_animation/eff_ADL_UltiSKill01.anim,1,0,0,eff_ADL_UltiSKill01.anim
Effects/eff_animation/eff_ADL_UltiSKill01_Trigger.anim,0,0,Effects/eff_animation/eff_ADL_UltiSKill01_Trigger.anim,1,0,0,eff_ADL_UltiSKill01_Trigger.anim
Effects/eff_animation/eff_Archer_Bullet01.anim,0,0,Effects/eff_animation/eff_Archer_Bullet01.anim,1,0,0,eff_Archer_Bullet01.anim
Effects/eff_animation/eff_Archer_Skill02.anim,0,0,Effects/eff_animation/eff_Archer_Skill02.anim,1,0,0,eff_Archer_Skill02.anim
Effects/eff_animation/eff_Archer_Skill03.anim,0,0,Effects/eff_animation/eff_Archer_Skill03.anim,1,0,0,eff_Archer_Skill03.anim
Effects/eff_animation/eff_Archer_Skill03_.anim,0,0,Effects/eff_animation/eff_Archer_Skill03_.anim,1,0,0,eff_Archer_Skill03_.anim
Effects/eff_animation/eff_Archer_Skill04.controller,0,0,Effects/eff_animation/eff_Archer_Skill04.controller,1,0,0,eff_Archer_Skill04.controller
Effects/eff_animation/eff_Archer_Skill04_Trail.anim,0,0,Effects/eff_animation/eff_Archer_Skill04_Trail.anim,1,0,0,eff_Archer_Skill04_Trail.anim
Effects/eff_animation/eff_Archer_Ultiskill.anim,0,0,Effects/eff_animation/eff_Archer_Ultiskill.anim,1,0,0,eff_Archer_Ultiskill.anim
Effects/eff_animation/eff_Archer_Xuli_0.anim,0,0,Effects/eff_animation/eff_Archer_Xuli_0.anim,1,0,0,eff_Archer_Xuli_0.anim
Effects/eff_animation/eff_Archer_Xuli_0.controller,0,0,Effects/eff_animation/eff_Archer_Xuli_0.controller,1,0,0,eff_Archer_Xuli_0.controller
Effects/eff_animation/eff_Archer_Xuli_Control.anim,0,0,Effects/eff_animation/eff_Archer_Xuli_Control.anim,1,0,0,eff_Archer_Xuli_Control.anim
Effects/eff_animation/eff_Common_BulletScale01.anim,0,0,Effects/eff_animation/eff_Common_BulletScale01.anim,1,0,0,eff_Common_BulletScale01.anim
Effects/eff_animation/eff_Common_Fire01.anim,0,0,Effects/eff_animation/eff_Common_Fire01.anim,1,0,0,eff_Common_Fire01.anim
Effects/eff_animation/eff_Common_Impact01.anim,0,0,Effects/eff_animation/eff_Common_Impact01.anim,1,0,0,eff_Common_Impact01.anim
Effects/eff_animation/eff_DoubleGun_Fire01.anim,0,0,Effects/eff_animation/eff_DoubleGun_Fire01.anim,1,0,0,eff_DoubleGun_Fire01.anim
Effects/eff_animation/eff_DoubleGun_Show02.anim,0,0,Effects/eff_animation/eff_DoubleGun_Show02.anim,1,0,0,eff_DoubleGun_Show02.anim
Effects/eff_animation/eff_DoubleGun_Skill02.anim,0,0,Effects/eff_animation/eff_DoubleGun_Skill02.anim,1,0,0,eff_DoubleGun_Skill02.anim
Effects/eff_animation/eff_DoubleGun_Skill03.anim,0,0,Effects/eff_animation/eff_DoubleGun_Skill03.anim,1,0,0,eff_DoubleGun_Skill03.anim
Effects/eff_animation/eff_DoubleGun_Skill03.controller,0,0,Effects/eff_animation/eff_DoubleGun_Skill03.controller,1,0,0,eff_DoubleGun_Skill03.controller
Effects/eff_animation/eff_DoubleGun_UltiSkill01.anim,0,0,Effects/eff_animation/eff_DoubleGun_UltiSkill01.anim,1,0,0,eff_DoubleGun_UltiSkill01.anim
Effects/eff_animation/eff_DoubleGun_UltiSkill01.controller,0,0,Effects/eff_animation/eff_DoubleGun_UltiSkill01.controller,1,0,0,eff_DoubleGun_UltiSkill01.controller
Effects/eff_animation/eff_DoubleGun_UltiSkill01_Spark.anim,0,0,Effects/eff_animation/eff_DoubleGun_UltiSkill01_Spark.anim,1,0,0,eff_DoubleGun_UltiSkill01_Spark.anim
Effects/eff_animation/eff_DoubleGun_UltiSkill01_Trajectory.anim,0,0,Effects/eff_animation/eff_DoubleGun_UltiSkill01_Trajectory.anim,1,0,0,eff_DoubleGun_UltiSkill01_Trajectory.anim
Effects/eff_animation/eff_Engineer_fire01.anim,0,0,Effects/eff_animation/eff_Engineer_fire01.anim,1,0,0,eff_Engineer_fire01.anim
Effects/eff_animation/eff_Engineer_Show.anim,0,0,Effects/eff_animation/eff_Engineer_Show.anim,1,0,0,eff_Engineer_Show.anim
Effects/eff_animation/eff_Engineer_Show.controller,0,0,Effects/eff_animation/eff_Engineer_Show.controller,1,0,0,eff_Engineer_Show.controller
Effects/eff_animation/eff_engineer_skill02.controller,0,0,Effects/eff_animation/eff_engineer_skill02.controller,1,0,0,eff_engineer_skill02.controller
Effects/eff_animation/eff_Engineer_UltiSkill.anim,0,0,Effects/eff_animation/eff_Engineer_UltiSkill.anim,1,0,0,eff_Engineer_UltiSkill.anim
Effects/eff_animation/eff_Engineer_UltiSkill.controller,0,0,Effects/eff_animation/eff_Engineer_UltiSkill.controller,1,0,0,eff_Engineer_UltiSkill.controller
Effects/eff_animation/eff_Exp_Glow.anim,0,0,Effects/eff_animation/eff_Exp_Glow.anim,1,0,0,eff_Exp_Glow.anim
Effects/eff_animation/eff_Exp_Glow.controller,0,0,Effects/eff_animation/eff_Exp_Glow.controller,1,0,0,eff_Exp_Glow.controller
Effects/eff_animation/eff_flamethrower_Skill02.anim,0,0,Effects/eff_animation/eff_flamethrower_Skill02.anim,1,0,0,eff_flamethrower_Skill02.anim
Effects/eff_animation/eff_flamethrower_Skill02.controller,0,0,Effects/eff_animation/eff_flamethrower_Skill02.controller,1,0,0,eff_flamethrower_Skill02.controller
Effects/eff_animation/eff_Flamethrower_Skill03.anim,0,0,Effects/eff_animation/eff_Flamethrower_Skill03.anim,1,0,0,eff_Flamethrower_Skill03.anim
Effects/eff_animation/eff_Flamethrower_Skill03.controller,0,0,Effects/eff_animation/eff_Flamethrower_Skill03.controller,1,0,0,eff_Flamethrower_Skill03.controller
Effects/eff_animation/eff_Flamethrower_UltiSkill.anim,0,0,Effects/eff_animation/eff_Flamethrower_UltiSkill.anim,1,0,0,eff_Flamethrower_UltiSkill.anim
Effects/eff_animation/eff_Flamethrower_UltiSkill.controller,0,0,Effects/eff_animation/eff_Flamethrower_UltiSkill.controller,1,0,0,eff_Flamethrower_UltiSkill.controller
Effects/eff_animation/eff_Flamethrower_UltiSkill2.anim,0,0,Effects/eff_animation/eff_Flamethrower_UltiSkill2.anim,1,0,0,eff_Flamethrower_UltiSkill2.anim
Effects/eff_animation/eff_Flamethrower_UltiSkill2.controller,0,0,Effects/eff_animation/eff_Flamethrower_UltiSkill2.controller,1,0,0,eff_Flamethrower_UltiSkill2.controller
Effects/eff_animation/eff_JingBianLab_DiQiu.anim,0,0,Effects/eff_animation/eff_JingBianLab_DiQiu.anim,1,0,0,eff_JingBianLab_DiQiu.anim
Effects/eff_animation/eff_JingBianLab_DiQiu.controller,0,0,Effects/eff_animation/eff_JingBianLab_DiQiu.controller,1,0,0,eff_JingBianLab_DiQiu.controller
Effects/eff_animation/eff_Knife_BodyShot01.anim,0,0,Effects/eff_animation/eff_Knife_BodyShot01.anim,1,0,0,eff_Knife_BodyShot01.anim
Effects/eff_animation/eff_Knife_Show.anim,0,0,Effects/eff_animation/eff_Knife_Show.anim,1,0,0,eff_Knife_Show.anim
Effects/eff_animation/eff_Knife_Show.controller,0,0,Effects/eff_animation/eff_Knife_Show.controller,1,0,0,eff_Knife_Show.controller
Effects/eff_animation/eff_LevelUp1.anim,0,0,Effects/eff_animation/eff_LevelUp1.anim,1,0,0,eff_LevelUp1.anim
Effects/eff_animation/eff_LevelUp1.controller,0,0,Effects/eff_animation/eff_LevelUp1.controller,1,0,0,eff_LevelUp1.controller
Effects/eff_animation/eff_M4_EMP.anim,0,0,Effects/eff_animation/eff_M4_EMP.anim,1,0,0,eff_M4_EMP.anim
Effects/eff_animation/eff_M4_EMP.controller,0,0,Effects/eff_animation/eff_M4_EMP.controller,1,0,0,eff_M4_EMP.controller
Effects/eff_animation/eff_M4_Fire01.anim,0,0,Effects/eff_animation/eff_M4_Fire01.anim,1,0,0,eff_M4_Fire01.anim
Effects/eff_animation/eff_M4_Show_.anim,0,0,Effects/eff_animation/eff_M4_Show_.anim,1,0,0,eff_M4_Show_.anim
Effects/eff_animation/eff_M4_Trajectory01.anim,0,0,Effects/eff_animation/eff_M4_Trajectory01.anim,1,0,0,eff_M4_Trajectory01.anim
Effects/eff_animation/eff_M4_Trajectory01.controller,0,0,Effects/eff_animation/eff_M4_Trajectory01.controller,1,0,0,eff_M4_Trajectory01.controller
Effects/eff_animation/eff_M4_UltiSkill.anim,0,0,Effects/eff_animation/eff_M4_UltiSkill.anim,1,0,0,eff_M4_UltiSkill.anim
Effects/eff_animation/eff_Nurse_Show0.anim,0,0,Effects/eff_animation/eff_Nurse_Show0.anim,1,0,0,eff_Nurse_Show0.anim
Effects/eff_animation/eff_Nurse_Show0.controller,0,0,Effects/eff_animation/eff_Nurse_Show0.controller,1,0,0,eff_Nurse_Show0.controller
Effects/eff_animation/eff_Nurse_Show1.anim,0,0,Effects/eff_animation/eff_Nurse_Show1.anim,1,0,0,eff_Nurse_Show1.anim
Effects/eff_animation/eff_Nurse_Show1.controller,0,0,Effects/eff_animation/eff_Nurse_Show1.controller,1,0,0,eff_Nurse_Show1.controller
Effects/eff_animation/eff_Nurse_Skill02.anim,0,0,Effects/eff_animation/eff_Nurse_Skill02.anim,1,0,0,eff_Nurse_Skill02.anim
Effects/eff_animation/eff_Nurse_Skill05.anim,0,0,Effects/eff_animation/eff_Nurse_Skill05.anim,1,0,0,eff_Nurse_Skill05.anim
Effects/eff_animation/eff_Nurse_Skill05.controller,0,0,Effects/eff_animation/eff_Nurse_Skill05.controller,1,0,0,eff_Nurse_Skill05.controller
Effects/eff_animation/eff_QN_Fire01.anim,0,0,Effects/eff_animation/eff_QN_Fire01.anim,1,0,0,eff_QN_Fire01.anim
Effects/eff_animation/eff_QN_Skill01.anim,0,0,Effects/eff_animation/eff_QN_Skill01.anim,1,0,0,eff_QN_Skill01.anim
Effects/eff_animation/eff_QN_Skill01.controller,0,0,Effects/eff_animation/eff_QN_Skill01.controller,1,0,0,eff_QN_Skill01.controller
Effects/eff_animation/eff_QN_Skill02.anim,0,0,Effects/eff_animation/eff_QN_Skill02.anim,1,0,0,eff_QN_Skill02.anim
Effects/eff_animation/eff_QN_Skill02.controller,0,0,Effects/eff_animation/eff_QN_Skill02.controller,1,0,0,eff_QN_Skill02.controller
Effects/eff_animation/eff_QN_UltiSkill01.anim,0,0,Effects/eff_animation/eff_QN_UltiSkill01.anim,1,0,0,eff_QN_UltiSkill01.anim
Effects/eff_animation/eff_QN_UltiSkill02.anim,0,0,Effects/eff_animation/eff_QN_UltiSkill02.anim,1,0,0,eff_QN_UltiSkill02.anim
Effects/eff_animation/eff_QN_UltiSkill02.controller,0,0,Effects/eff_animation/eff_QN_UltiSkill02.controller,1,0,0,eff_QN_UltiSkill02.controller
Effects/eff_animation/eff_ScoutDrone_guangzhu.anim,0,0,Effects/eff_animation/eff_ScoutDrone_guangzhu.anim,1,0,0,eff_ScoutDrone_guangzhu.anim
Effects/eff_animation/eff_ScoutDrone_guangzhu.controller,0,0,Effects/eff_animation/eff_ScoutDrone_guangzhu.controller,1,0,0,eff_ScoutDrone_guangzhu.controller
Effects/eff_animation/eff_ScoutDrone_xian.anim,0,0,Effects/eff_animation/eff_ScoutDrone_xian.anim,1,0,0,eff_ScoutDrone_xian.anim
Effects/eff_animation/eff_Shotgun_skill02.anim,0,0,Effects/eff_animation/eff_Shotgun_skill02.anim,1,0,0,eff_Shotgun_skill02.anim
Effects/eff_animation/eff_ShotGun_skill02.controller,0,0,Effects/eff_animation/eff_ShotGun_skill02.controller,1,0,0,eff_ShotGun_skill02.controller
Effects/eff_animation/eff_Shotgun_Skill03.anim,0,0,Effects/eff_animation/eff_Shotgun_Skill03.anim,1,0,0,eff_Shotgun_Skill03.anim
Effects/eff_animation/eff_Shotgun_Skill03.controller,0,0,Effects/eff_animation/eff_Shotgun_Skill03.controller,1,0,0,eff_Shotgun_Skill03.controller
Effects/eff_animation/eff_SneakPanel_Glow.anim,0,0,Effects/eff_animation/eff_SneakPanel_Glow.anim,1,0,0,eff_SneakPanel_Glow.anim
Effects/eff_animation/eff_SneakPanel_Glow.controller,0,0,Effects/eff_animation/eff_SneakPanel_Glow.controller,1,0,0,eff_SneakPanel_Glow.controller
Effects/eff_animation/eff_SniperRifle_Show.anim,0,0,Effects/eff_animation/eff_SniperRifle_Show.anim,1,0,0,eff_SniperRifle_Show.anim
Effects/eff_animation/eff_SniperRifle_Show_Weapon.anim,0,0,Effects/eff_animation/eff_SniperRifle_Show_Weapon.anim,1,0,0,eff_SniperRifle_Show_Weapon.anim
Effects/eff_animation/eff_SniperRifle_Show_Weapon.controller,0,0,Effects/eff_animation/eff_SniperRifle_Show_Weapon.controller,1,0,0,eff_SniperRifle_Show_Weapon.controller
Effects/eff_animation/eff_SniperRifle_Trajectory01.anim,0,0,Effects/eff_animation/eff_SniperRifle_Trajectory01.anim,1,0,0,eff_SniperRifle_Trajectory01.anim
Effects/eff_animation/eff_SniperRifle_Trajectory01.controller,0,0,Effects/eff_animation/eff_SniperRifle_Trajectory01.controller,1,0,0,eff_SniperRifle_Trajectory01.controller
Effects/eff_animation/eff_Sniper_Skill02.anim,0,0,Effects/eff_animation/eff_Sniper_Skill02.anim,1,0,0,eff_Sniper_Skill02.anim
Effects/eff_animation/eff_Sniper_Skill02.controller,0,0,Effects/eff_animation/eff_Sniper_Skill02.controller,1,0,0,eff_Sniper_Skill02.controller
Effects/eff_animation/eff_Sniper_UltiSkill.anim,0,0,Effects/eff_animation/eff_Sniper_UltiSkill.anim,1,0,0,eff_Sniper_UltiSkill.anim
Effects/eff_animation/eff_Sniper_UltiSkill.controller,0,0,Effects/eff_animation/eff_Sniper_UltiSkill.controller,1,0,0,eff_Sniper_UltiSkill.controller
Effects/eff_animation/eff_Spider_Fire01.anim,0,0,Effects/eff_animation/eff_Spider_Fire01.anim,1,0,0,eff_Spider_Fire01.anim
Effects/eff_animation/eff_Spider_Show01.anim,0,0,Effects/eff_animation/eff_Spider_Show01.anim,1,0,0,eff_Spider_Show01.anim
Effects/eff_animation/eff_Spider_Skill02.anim,0,0,Effects/eff_animation/eff_Spider_Skill02.anim,1,0,0,eff_Spider_Skill02.anim
Effects/eff_animation/eff_Spider_Skill02.controller,0,0,Effects/eff_animation/eff_Spider_Skill02.controller,1,0,0,eff_Spider_Skill02.controller
Effects/eff_animation/eff_Spider_Skill02a.anim,0,0,Effects/eff_animation/eff_Spider_Skill02a.anim,1,0,0,eff_Spider_Skill02a.anim
Effects/eff_animation/eff_Spider_Skill02_.controller,0,0,Effects/eff_animation/eff_Spider_Skill02_.controller,1,0,0,eff_Spider_Skill02_.controller
Effects/eff_animation/eff_Spider_Ultiskill.anim,0,0,Effects/eff_animation/eff_Spider_Ultiskill.anim,1,0,0,eff_Spider_Ultiskill.anim
Effects/eff_animation/eff_Transport_01.anim,0,0,Effects/eff_animation/eff_Transport_01.anim,1,0,0,eff_Transport_01.anim
Effects/eff_animation/Mesh_Sniper_Show.controller,0,0,Effects/eff_animation/Mesh_Sniper_Show.controller,1,0,0,Mesh_Sniper_Show.controller
Effects/eff_animation/Particle System.controller,0,0,Effects/eff_animation/Particle System.controller,1,0,0,Particle System.controller
Effects/eff_animation/Door/Guan.anim,0,0,Effects/eff_animation/Door/Guan.anim,1,0,0,Guan.anim
Effects/eff_animation/Door/Kai.anim,0,0,Effects/eff_animation/Door/Kai.anim,1,0,0,Kai.anim
Effects/Eff_moxing/Materials/01 - Default.mat,0,0,Effects/Eff_moxing/Materials/01 - Default.mat,1,0,0,01 - Default.mat
Effects/Eff_Scene/Eff_GuideBound.prefab,0,0,Effects/Eff_Scene/Eff_GuideBound.prefab,1,0,0,Eff_GuideBound.prefab
Effects/Eff_Scene/Eff_GuideCircle.prefab,0,0,Effects/Eff_Scene/Eff_GuideCircle.prefab,1,0,0,Eff_GuideCircle.prefab
Effects/Eff_Scene/Eff_GuideDirection.prefab,0,0,Effects/Eff_Scene/Eff_GuideDirection.prefab,1,0,0,Eff_GuideDirection.prefab
Effects/Eff_Scene/eff_GuideScene_00.png,0,0,Effects/Eff_Scene/eff_GuideScene_00.png,1,0,0,eff_GuideScene_00.png
Effects/Eff_Scene/eff_GuideScene_01.png,0,0,Effects/Eff_Scene/eff_GuideScene_01.png,1,0,0,eff_GuideScene_01.png
Effects/Eff_Scene/eff_GuideScene_02.png,0,0,Effects/Eff_Scene/eff_GuideScene_02.png,1,0,0,eff_GuideScene_02.png
Effects/Eff_Scene/eff_GuideScene_03.png,0,0,Effects/Eff_Scene/eff_GuideScene_03.png,1,0,0,eff_GuideScene_03.png
Effects/Eff_Scene/Materials/eff_GuideScene_00.mat,0,0,Effects/Eff_Scene/Materials/eff_GuideScene_00.mat,1,0,0,eff_GuideScene_00.mat
Effects/Eff_Scene/Materials/eff_GuideScene_01.mat,0,0,Effects/Eff_Scene/Materials/eff_GuideScene_01.mat,1,0,0,eff_GuideScene_01.mat
Effects/Eff_Scene/Materials/eff_GuideScene_02.mat,0,0,Effects/Eff_Scene/Materials/eff_GuideScene_02.mat,1,0,0,eff_GuideScene_02.mat
Effects/Eff_Scene/Materials/eff_GuideScene_03.mat,0,0,Effects/Eff_Scene/Materials/eff_GuideScene_03.mat,1,0,0,eff_GuideScene_03.mat
Effects/Eff_Ui/eff_Screen_red.prefab,0,0,Effects/Eff_Ui/eff_Screen_red.prefab,1,0,0,eff_Screen_red.prefab
Effects/Eff_Ui/Eff_UI_DropItem.prefab,0,0,Effects/Eff_Ui/Eff_UI_DropItem.prefab,1,0,0,Eff_UI_DropItem.prefab
Effects/Eff_Ui/eff_UI_DropItem_Loop.prefab,0,0,Effects/Eff_Ui/eff_UI_DropItem_Loop.prefab,1,0,0,eff_UI_DropItem_Loop.prefab
Effects/Eff_Ui/eff_UI_JY01.jpg,0,0,Effects/Eff_Ui/eff_UI_JY01.jpg,1,0,0,eff_UI_JY01.jpg
Effects/Eff_Ui/eff_UI_JY01.mat,0,0,Effects/Eff_Ui/eff_UI_JY01.mat,1,0,0,eff_UI_JY01.mat
Effects/Eff_Ui/eff_UI_JY02.jpg,0,0,Effects/Eff_Ui/eff_UI_JY02.jpg,1,0,0,eff_UI_JY02.jpg
Effects/Eff_Ui/Eff_UI_JY_01.prefab,0,0,Effects/Eff_Ui/Eff_UI_JY_01.prefab,1,0,0,Eff_UI_JY_01.prefab
Effects/Eff_Ui/Eff_UI_JY_02.prefab,0,0,Effects/Eff_Ui/Eff_UI_JY_02.prefab,1,0,0,Eff_UI_JY_02.prefab
Effects/Eff_Ui/Eff_UI_Login.prefab,0,0,Effects/Eff_Ui/Eff_UI_Login.prefab,1,0,0,Eff_UI_Login.prefab
Effects/Eff_Ui/eff_UI_QianNeng 2.jpg,0,0,Effects/Eff_Ui/eff_UI_QianNeng 2.jpg,1,0,0,eff_UI_QianNeng 2.jpg
Effects/Eff_Ui/eff_UI_QianNeng.jpg,0,0,Effects/Eff_Ui/eff_UI_QianNeng.jpg,1,0,0,eff_UI_QianNeng.jpg
Effects/Eff_Ui/eff_UI_QianNeng0.jpg,0,0,Effects/Eff_Ui/eff_UI_QianNeng0.jpg,1,0,0,eff_UI_QianNeng0.jpg
Effects/Eff_Ui/eff_UI_QianNeng_2.jpg,0,0,Effects/Eff_Ui/eff_UI_QianNeng_2.jpg,1,0,0,eff_UI_QianNeng_2.jpg
Effects/Eff_Ui/Eff_UI_QianNeng_B1.prefab,0,0,Effects/Eff_Ui/Eff_UI_QianNeng_B1.prefab,1,0,0,Eff_UI_QianNeng_B1.prefab
Effects/Eff_Ui/Eff_UI_QianNeng_B2.prefab,0,0,Effects/Eff_Ui/Eff_UI_QianNeng_B2.prefab,1,0,0,Eff_UI_QianNeng_B2.prefab
Effects/Eff_Ui/Eff_UI_QianNeng_B3.prefab,0,0,Effects/Eff_Ui/Eff_UI_QianNeng_B3.prefab,1,0,0,Eff_UI_QianNeng_B3.prefab
Effects/Eff_Ui/Eff_UI_QianNeng_B4.prefab,0,0,Effects/Eff_Ui/Eff_UI_QianNeng_B4.prefab,1,0,0,Eff_UI_QianNeng_B4.prefab
